contigName	contigLen	totalAvgDepth	L1.sorted.bam	L1.sorted.bam-var	L2.sorted.bam	L2.sorted.bam-var	L3.sorted.bam	L3.sorted.bam-var	P1.sorted.bam	P1.sorted.bam-var	P2.sorted.bam	P2.sorted.bam-var	P3.sorted.bam	P3.sorted.bam-var
NODE_16512_length_2658_cov_2.34071_ID_27744488	2658	0.419458	0.361244	0.397572	0	0	0	0	0	0	0.0127592	0.0126011	0.0454545	0.0434064
NODE_16513_length_2632_cov_1.89756_ID_25591095	2632	0.402498	0.12087	0.106302	0.199436	0.256474	0.0600322	0.0564486	0.00402901	0.00401439	0	0	0.0181305	0.017809
NODE_16514_length_2632_cov_2.17346_ID_25844229	2632	0.060838	0	0	0	0	0	0	0	0	0.060838	0.0571642	0	0
NODE_16515_length_2632_cov_2.09042_ID_24265488	2632	0.914182	0.120467	0.106	0.120467	0.223695	0.121273	0.10661	0.0946817	0.114778	0.200242	0.160213	0.257051	0.298264
NODE_16516_length_2632_cov_2.61312_ID_24234595	2632	0.755036	0	0	0	0	0.121273	0.10661	0.151491	0.128593	0.120064	0.105692	0.362208	0.403608
NODE_16517_length_2632_cov_3.1917_ID_24170388	2632	0.405721	0.0169218	0.0335727	0.0604351	0.0568008	0.060838	0.0571602	0	0	0.121676	0.106912	0.14585	0.124628
NODE_16518_length_2632_cov_2.38494_ID_25390318	2632	0.500403	0	0	0.12087	0.106302	0	0	0	0	0.258259	0.28999	0.121273	0.106609
NODE_16519_length_2632_cov_2.4253_ID_24170402	2632	0.35133	0.181305	0.148491	0	0	0	0	0.110798	0.0985628	0.0592264	0.0557412	0	0
NODE_16520_length_2632_cov_2.45324_ID_25924845	2632	0.34166	0.0149073	0.0146904	0	0	0	0	0.0475423	0.062228	0.157534	0.259347	0.121676	0.106914
NODE_16521_length_2632_cov_2.75902_ID_24232031	2632	0.181305	0.016116	0.0158627	0	0	0.156326	0.148067	0	0	0.00886382	0.0087885	0	0
NODE_16522_length_2632_cov_3.09119_ID_24680965	2632	0.121676	0	0	0.121676	0.106911	0	0	0	0	0	0	0	0
NODE_16523_length_2632_cov_2.51261_ID_24578453	2632	0.616035	0.00765512	0.0075996	0.0604351	0.0568008	0	0	0.304996	0.241884	0.121676	0.106913	0.121273	0.106609
NODE_16524_length_2632_cov_57.1556_ID_32551037	2632	9.35778	1.90411	1.83604	1.10234	1.00444	0.736906	0.800165	2.49919	2.24608	1.24335	1.76019	1.87188	3.83687
NODE_16525_length_2631_cov_2.91731_ID_24441198	2631	0.722289	0.34341	0.323147	0	0	0	0	0.243047	0.184049	0.135832	0.11743	0	0
NODE_16526_length_2631_cov_2.56561_ID_24621982	2631	0.335349	0.212817	0.192594	0.108021	0.0963922	0	0	0.0145103	0.0143049	0	0	0	0
NODE_16527_length_2631_cov_2.83929_ID_24402285	2631	0.820234	0.00161225	0.00322321	0.156792	0.194361	0.303507	0.29534	0.277711	0.399869	0	0	0.0806127	0.0935008
NODE_16528_length_2631_cov_3.22089_ID_24263299	2631	0.567916	0	0	0.012495	0.0123439	0.142684	0.122372	0.121725	0.106954	0.0225715	0.0446523	0.26844	0.243245
NODE_16529_length_2631_cov_11.8397_ID_25150556	2631	2.06731	0.53688	1.24148	0.220879	0.206838	0.0769851	0.0710868	0.615881	0.920536	0.363563	0.479862	0.253124	0.255258
NODE_16530_length_2631_cov_1.73175_ID_24831230	2631	0.439742	0	0	0	0	0.137042	0.133632	0.302701	0.452301	0	0	0	0
NODE_16531_length_2632_cov_1.92741_ID_25897618	2632	0.512087	0.12087	0.106304	0.060838	0.0571635	0.0278002	0.0270378	0.181305	0.148492	0.060838	0.0571642	0.0604351	0.0568011
NODE_16532_length_2631_cov_2.83851_ID_26534668	2631	1.05764	0.121322	0.106646	0	0	0	0	0.641677	0.671148	0.0157195	0.015479	0.27892	0.310086
NODE_16533_length_2631_cov_2.98137_ID_24684809	2631	0.946393	0.162031	0.235022	0.0604595	0.0568333	0.24345	0.184253	0.24345	0.427818	0.00604595	0.00601151	0.230955	0.177689
NODE_16534_length_2630_cov_40.8287_ID_25820043	2630	7.65161	0.915726	2.18688	0.42379	0.669457	1.05565	2.18969	1.99798	7.87462	1.02823	3.18352	2.23024	9.90876
NODE_16535_length_2630_cov_2.14796_ID_25575534	2630	0.474597	0	0	0.121774	0.106991	0.128226	0.135228	0	0	0.1375	0.150107	0.0870968	0.0795409
NODE_16536_length_2630_cov_3.22252_ID_25521694	2630	0.483468	0.0395161	0.0775013	0	0	0	0	0.0193548	0.0189878	0	0	0.424597	0.432387
NODE_16537_length_2630_cov_2.25864_ID_24303647	2630	0.502419	0	0	0	0	0	0	0	0	0	0	0.502419	0.471959
NODE_16538_length_2630_cov_2.3165_ID_27629108	2630	0.455242	0.121371	0.106683	0	0	0.0193548	0.0383503	0	0	0.177419	0.145998	0.137097	0.134487
NODE_16539_length_2630_cov_2.18951_ID_25634301	2630	0.63629	0.0274194	0.0266785	0.228226	0.404512	0.0604839	0.0568515	0.0201613	0.0197629	0.176613	0.145478	0.123387	0.108208
NODE_16540_length_2630_cov_2.17243_ID_24769726	2630	0.242339	0	0	0	0	0	0	0.121371	0.106684	0	0	0.120968	0.106381
NODE_16541_length_2638_cov_2.35534_ID_25785869	2638	0.240354	0.0751608	0.0695367	0	0	0	0	0.119775	0.105469	0.0148714	0.0146562	0.0305466	0.121307
NODE_16542_length_2630_cov_2.42524_ID_25114305	2630	0.150806	0.0762097	0.0857621	0	0	0	0	0.0592742	0.0557796	0.0153226	0.0304231	0	0
NODE_16543_length_2630_cov_2.9433_ID_25040694	2630	0.258871	0.121774	0.106989	0.120968	0.106381	0	0	0	0	0.016129	0.0320103	0	0
NODE_16544_length_2630_cov_1.92427_ID_24261711	2630	0.303629	0	0	0	0	0.181855	0.151267	0.121774	0.145715	0	0	0	0
NODE_16545_length_2655_cov_2.05049_ID_28473948	2655	0.366467	0	0	0.0770459	0.0879111	0.0407186	0.0654373	0.148902	0.244996	0.0738523	0.0891886	0.0259481	0.0364651
NODE_16546_length_2630_cov_3.11767_ID_24190125	2630	0.279435	0	0	0	0	0	0	0	0	0.279435	0.201438	0	0
NODE_16547_length_2630_cov_2.40194_ID_24516001	2630	0.347984	0.22621	0.175115	0	0	0	0	0.121774	0.10699	0	0	0	0
NODE_16548_length_2630_cov_2.13049_ID_24621388	2630	0.76371	0.156048	0.197907	0.0693548	0.0645678	0.297177	0.314636	0.133871	0.251536	0.0290323	0.0282006	0.0782258	0.164109
NODE_16549_length_2630_cov_2.45476_ID_24702533	2630	0.52621	0	0	0.0153226	0.030424	0.121371	0.106683	0.377419	0.282675	0.0120968	0.0119558	0	0
NODE_16550_length_2630_cov_3.29864_ID_24252080	2630	0.718952	0.475806	0.26807	0	0	0.121774	0.10699	0	0	0.121371	0.106684	0	0
NODE_16551_length_2630_cov_2.11534_ID_24808684	2630	0.402016	0.121371	0.106682	0	0	0.0608871	0.0572035	0.121774	0.10699	0.0370968	0.035735	0.0608871	0.057203
NODE_16552_length_2630_cov_2.88932_ID_24992034	2630	0.521371	0.120968	0.106381	0.0193548	0.0383503	0.0169355	0.0335989	0	0	0.121371	0.106683	0.242742	0.279882
NODE_16553_length_2630_cov_5.01398_ID_31817817	2630	1.13629	0.182661	0.149355	0.121371	0.106683	0.319355	0.217458	0.121371	0.106683	0.243145	0.288188	0.148387	0.208716
NODE_16554_length_2630_cov_2.7165_ID_25158280	2630	0.956855	0.175	0.185586	0.121774	0.106991	0.0983871	0.151666	0.232661	0.178605	0.104032	0.173935	0.225	0.464078
NODE_16555_length_2630_cov_3.06291_ID_25226489	2630	1.26371	0	0	0.120968	0.10638	0	0	0	0	0	0	1.14274	1.20026
NODE_16556_length_2630_cov_5.90524_ID_24346639	2630	0.639919	0.0564516	0.0532884	0.0125	0.0123489	0.12621	0.110326	0.271371	0.284947	0	0	0.173387	0.14338
NODE_16557_length_2629_cov_2.20202_ID_24805496	2629	0.477209	0.237999	0.428402	0	0	0	0	0.12142	0.106719	0	0	0.117789	0.103955
NODE_16558_length_2629_cov_2.36674_ID_26626022	2629	0.50948	0	0	0	0	0.121823	0.107025	0	0	0.205728	0.163471	0.181928	0.148892
NODE_16559_length_2629_cov_2.47941_ID_24262269	2629	0.350948	0.12142	0.106718	0	0	0.0605083	0.0568702	0.0467931	0.0599543	0.122227	0.155761	0	0
NODE_16560_length_2629_cov_2.27195_ID_27157201	2629	0.424768	0	0	0.24284	0.183943	0	0	0.12142	0.106719	0.0605083	0.0568705	0	0
NODE_16561_length_2629_cov_3.2603_ID_24170581	2629	1.14683	0.121823	0.107024	0.121017	0.106417	0	0	0.34167	0.342062	0.258572	0.234561	0.303751	0.211569
NODE_16562_length_2629_cov_2.39083_ID_25620345	2629	0.587737	0	0	0	0	0	0	0.0935861	0.0848619	0.198871	0.176336	0.29528	0.327639
NODE_16563_length_2629_cov_2.47514_ID_24262222	2629	1.4877	0.226301	0.236498	0.0601049	0.211477	0.182735	0.310014	0.33925	2.5011	0.213796	2.13831	0.46551	1.60484
NODE_16564_length_2629_cov_2.62082_ID_24488720	2629	0.676482	0.0609117	0.0572244	0.0165389	0.0162726	0.0330779	0.0319952	0.227108	0.322491	0.29165	0.263984	0.0471965	0.0619364
NODE_16565_length_2628_cov_2.81733_ID_25274733	2628	0.35795	0	0	0.134786	0.150574	0.00968523	0.0095953	0.000807102	0.000806777	0.0912026	0.0829164	0.121469	0.106755
NODE_16566_length_2628_cov_1.81034_ID_29865287	2628	0.364003	0.121065	0.106453	0	0	0	0	0	0	0	0	0.242938	0.183996
NODE_16567_length_2628_cov_2.05558_ID_27199482	2628	0.652542	0	0	0.138418	0.119309	0.182002	0.148936	0.0133172	0.0131443	0.0758676	0.0854796	0.242938	0.25424
NODE_16568_length_2631_cov_2.51652_ID_29371681	2631	0.515115	0	0	0	0	0.0600564	0.0564674	0.00806127	0.00799942	0.136638	0.134956	0.310359	0.281054
NODE_16569_length_2628_cov_2.28488_ID_29803093	2628	0.563358	0	0	0	0	0.138418	0.173408	0.242534	0.183793	0	0	0.182405	0.14919
NODE_16570_length_2628_cov_3.05519_ID_24605499	2628	0.933818	0.135593	0.145509	0.0153349	0.0304474	0.319613	0.263574	0.22841	0.23687	0.104116	0.0933101	0.130751	0.113697
NODE_16571_length_2628_cov_2.65721_ID_24992336	2628	0.601695	0	0	0.0609362	0.0572454	0.0193705	0.038381	0.364407	0.271275	0.0125101	0.0123585	0.144471	0.12365
NODE_16572_length_2628_cov_2.25573_ID_24912340	2628	0.272397	0	0	0.121065	0.106453	0	0	0.0125101	0.0123585	0.138822	0.135744	0	0
NODE_16573_length_2628_cov_2.39837_ID_25198193	2628	0.520178	0.121872	0.107064	0.0169492	0.0336262	0.243341	0.184196	0.00807102	0.00800907	0	0	0.129944	0.113106
NODE_16574_length_2628_cov_22.2915_ID_25121079	2628	3.68321	0.497579	4.1423	0.198951	0.592996	0.445924	2.27615	1.16142	16.5045	0.70904	8.23472	0.670299	7.30464
NODE_16575_length_2628_cov_152.433_ID_32542299	2628	25.4718	1.87086	2.08989	2.47215	5.96593	2.60371	4.69148	8.01412	15.4495	4.6586	12.8434	5.8523	11.9902
NODE_16576_length_2627_cov_2.52411_ID_25455421	2627	0.628987	0	0	0	0	0.121922	0.107098	0.24344	0.184253	0.121114	0.227649	0.142511	0.1586
NODE_16577_length_2627_cov_3.13103_ID_24210642	2627	0.380702	0	0	0	0	0.121518	0.106796	0.13807	0.136023	0.121114	0.106489	0	0
NODE_16578_length_2627_cov_2.7986_ID_24939847	2627	0.595478	0.182479	0.149238	0	0	0.142107	0.121962	0.121922	0.107099	0.0137263	0.013543	0.135244	0.116999
NODE_16579_length_2627_cov_3.14191_ID_25188100	2627	0.571659	0.181671	0.330485	0.121922	0.107098	0	0	0.174405	0.315282	0.0609608	0.0572691	0.0327008	0.0316435
NODE_16580_length_2627_cov_2.23834_ID_29324810	2627	0.53048	0.00928543	0.00920267	0.152604	0.387866	0.137667	0.118762	0.145337	0.138804	0.0129189	0.0127577	0.0726686	0.334801
NODE_16581_length_2627_cov_2.27527_ID_28207745	2627	0.267259	0	0	0.0121114	0.0119696	0.149374	0.127112	0.090432	0.105713	0.0153411	0.0151121	0	0
NODE_16582_length_2627_cov_1.93779_ID_26762970	2627	0.426322	0.0605571	0.0569105	0	0	0	0	0.121922	0.107099	0.243843	0.184457	0	0
NODE_16583_length_2627_cov_3.59215_ID_26200730	2627	0.505854	0.0153411	0.0304593	0	0	0.0314897	0.0305105	0	0	0.300363	0.299892	0.15866	0.133544
NODE_16584_length_2627_cov_2.65086_ID_24650072	2627	0.422285	0	0	0	0	0	0	0.243843	0.435668	0.178442	0.146658	0	0
NODE_16585_length_2627_cov_2.71306_ID_25430446	2627	0.164715	0.129592	0.112845	0	0	0.0189746	0.018622	0.0161486	0.0158941	0	0	0	0
NODE_16586_length_2627_cov_2.09953_ID_24457854	2627	0.456197	0.182479	0.227601	0	0	0.121922	0.107099	0.151797	0.138498	0	0	0	0
NODE_16587_length_2627_cov_2.77216_ID_25008603	2627	0.521599	0.0157449	0.0155033	0.0331046	0.0538335	0.199435	0.159723	0.0601534	0.142192	0.134437	0.116409	0.0787243	0.072557
NODE_16588_length_2626_cov_2.68689_ID_24557663	2626	0.321082	0	0	0.0125202	0.0123684	0.160339	0.550849	0.0468498	0.0834616	0.0415994	0.052814	0.0597738	0.0990518
NODE_16589_length_2626_cov_2.03812_ID_24315501	2626	0.30412	0.121567	0.106833	0	0	0	0	0.182553	0.149286	0	0	0	0
NODE_16590_length_2626_cov_2.36095_ID_24480189	2626	0.203554	0	0	0	0	0	0	0	0	0.0819871	0.096306	0.121567	0.106831
NODE_16591_length_2626_cov_2.32672_ID_25463943	2626	0.263328	0	0	0.135299	0.117044	0.120759	0.106222	0.00726979	0.00721986	0	0	0	0
NODE_16592_length_2626_cov_2.60521_ID_30966539	2626	0.386511	0.0916801	0.0833103	0.0129241	0.0127625	0.0149435	0.0147272	0.137722	0.134969	0.00848142	0.00841308	0.120759	0.123192
NODE_16593_length_2626_cov_1.8592_ID_25127076	2626	0.642165	0.187803	0.225325	0.0613893	0.112592	0.0310985	0.0527673	0.119952	0.186408	0.129241	0.249965	0.112682	0.211539
NODE_16594_length_2626_cov_2.13147_ID_26033038	2626	0.476171	0.0315024	0.0620373	0.0605816	0.056939	0	0	0.0678514	0.0907481	0.0735057	0.068129	0.24273	0.221066
NODE_16595_length_2626_cov_1.85531_ID_24241665	2626	0.242326	0	0	0	0	0.0605816	0.0569405	0.120759	0.106221	0	0	0.0609855	0.0572925
NODE_16596_length_2626_cov_2.70284_ID_29395038	2626	0.743134	0.121567	0.106831	0.149435	0.147356	0.121567	0.106831	0	0	0.279079	0.231171	0.0714863	0.136707
NODE_16597_length_2626_cov_2.49242_ID_24258905	2626	0.792811	0.0274637	0.0420743	0.182553	0.149286	0	0	0.0444265	0.0424709	0.166801	0.210148	0.371567	0.336228
NODE_16598_length_2626_cov_2.92454_ID_25590265	2626	0.878029	0.098546	0.123612	0.05937	0.0558678	0.0129241	0.012763	0.271002	0.691415	0.281502	0.326771	0.154685	0.25202
NODE_16599_length_2625_cov_2.27704_ID_25784937	2625	0.212929	0.0145455	0.0143397	0.12202	0.107176	0.0610101	0.0573111	0	0	0	0	0.0153535	0.0151241
NODE_16600_length_2625_cov_3.30584_ID_24399040	2625	0.65697	0	0	0	0	0	0	0	0	0	0	0.65697	0.477672
NODE_16601_length_2625_cov_2.64747_ID_24846901	2625	0.486465	0	0	0.110303	0.0981717	0.12202	0.107175	0.099798	0.0898782	0.00808081	0.00801842	0.146263	0.141089
NODE_16602_length_2625_cov_3.01946_ID_24242268	2625	0.652929	0.121616	0.106871	0	0	0.0246465	0.0240487	0.029899	0.0556943	0.463838	0.336104	0.0129293	0.0127673
NODE_16603_length_2625_cov_2.59728_ID_24758878	2625	0.486061	0	0	0	0	0.121212	0.106561	0.12202	0.107177	0.121212	0.10656	0.121616	0.106868
NODE_16604_length_2625_cov_2.29183_ID_24273591	2625	0.376566	0.160404	0.135535	0	0	0.0210101	0.0415966	0.182222	0.209707	0	0	0.0129293	0.0257018
NODE_16605_length_2625_cov_2.50739_ID_24704380	2625	0.44404	0	0	0.0307071	0.0604975	0.13899	0.119719	0.122828	0.157096	0.0129293	0.0127674	0.138586	0.217242
NODE_16606_length_2625_cov_2.78405_ID_24385154	2625	0.470303	0.181818	0.251489	0	0	0	0	0.21899	0.171101	0.00888889	0.00881299	0.0606061	0.0569591
NODE_16607_length_2625_cov_1.64903_ID_25953900	2625	0.438788	0.0440404	0.057476	0	0	0.0222222	0.0217365	0.151919	0.179819	0.0779798	0.0889094	0.142626	0.12234
NODE_16608_length_2625_cov_2.33152_ID_24588416	2625	0.221414	0	0	0.121212	0.10656	0.0913131	0.0830093	0	0	0.00888889	0.00881316	0	0
NODE_16609_length_2625_cov_2.51245_ID_24170984	2625	0.879596	0.143838	0.1232	0.111919	0.0994331	0.121212	0.106561	0.202828	0.276547	0.165253	0.163873	0.134545	0.116488
NODE_16610_length_2625_cov_2.36265_ID_25319493	2625	0.197172	0	0	0	0	0.0278788	0.0271127	0.115556	0.102242	0.0157576	0.0155155	0.0379798	0.0365521
NODE_16611_length_2625_cov_2.11984_ID_24959609	2625	0.396768	0	0	0.153535	0.142133	0	0	0.121212	0.10656	0.12202	0.107176	0	0
NODE_16612_length_2625_cov_3.00311_ID_24742715	2625	0.343434	0	0	0	0	0	0	0.221414	0.172459	0.12202	0.107175	0	0
NODE_16613_length_2624_cov_2.4784_ID_25585431	2624	0.426031	0.121665	0.106905	0	0	0	0	0	0	0	0	0.304365	0.236891
NODE_16614_length_2624_cov_2.27559_ID_25083662	2624	0.280113	0.0125303	0.012378	0	0	0	0	0	0	0.134196	0.116232	0.133387	0.115642
NODE_16615_length_2624_cov_1.65862_ID_24997785	2624	0.404204	0.121261	0.106603	0	0	0.0388036	0.0373131	0	0	0.244139	0.184607	0	0
NODE_16616_length_2624_cov_3.06734_ID_28242912	2624	0.501213	0	0	0	0	0	0	0.121665	0.212041	0.258286	0.198122	0.121261	0.106603
NODE_16617_length_2624_cov_2.07552_ID_26289576	2624	0.779709	0	0	0.121261	0.106601	0	0	0.242118	0.266054	0.233226	0.234706	0.183104	0.14964
NODE_16618_length_2624_cov_2.20047_ID_24195419	2624	0.241714	0.12207	0.107212	0	0	0	0	0	0	0.119644	0.105371	0	0
NODE_16619_length_2624_cov_3.01752_ID_24824435	2624	0.685125	0.00404204	0.0113068	0.126516	0.126728	0.00525465	0.0141243	0.126112	0.15392	0.187146	0.161087	0.236055	0.288779
NODE_16620_length_2624_cov_2.01791_ID_24518490	2624	0.295473	0.0145513	0.0143457	0	0	0.243331	0.184191	0.0169766	0.0336793	0	0	0.0206144	0.0396078
NODE_16621_length_2624_cov_3.48501_ID_32551437	2624	1.02061	0	0	0.373888	0.391076	0.0800323	0.0898326	0.323363	0.218882	0.243331	0.387187	0	0
NODE_16622_length_2624_cov_2.46516_ID_24171113	2624	0.49515	0.0161681	0.0320876	0	0	0	0	0.235651	0.312016	0.13177	0.131438	0.11156	0.0991587
NODE_16623_length_2624_cov_2.48968_ID_24369233	2624	0.579628	0.00848828	0.00841995	0.0606306	0.0569783	0.0153597	0.0304963	0.19806	0.288299	0.236055	0.180409	0.0610348	0.0573318
NODE_16624_length_2624_cov_2.62787_ID_24171127	2624	0.945837	0.176233	0.145236	0	0	0.243331	0.184192	0	0	0.27405	0.266151	0.252223	0.196779
NODE_16625_length_2624_cov_3.67536_ID_24171141	2624	0.687551	0.0311237	0.0301673	0.12207	0.107212	0	0	0.0610348	0.0573323	0	0	0.473323	0.36585
NODE_16626_length_2624_cov_2.81588_ID_24171196	2624	0.0606306	0	0	0	0	0	0	0	0	0	0	0.0606306	0.0569787
NODE_16627_length_2624_cov_21.7696_ID_24308056	2624	1.7785	0.111964	0.0994734	0.189167	0.307089	0.25384	0.272795	0.181083	0.366699	0.603476	1.73399	0.438965	0.881246
NODE_16628_length_2623_cov_1.86682_ID_25983498	2623	0.121715	0.121715	0.106941	0	0	0	0	0	0	0	0	0	0
NODE_16629_length_2623_cov_2.1433_ID_24507372	2623	0.182774	0.0610594	0.0573539	0.121715	0.106943	0	0	0	0	0	0	0	0
NODE_16630_length_2623_cov_2.67601_ID_24244262	2623	0.427416	0	0	0.0610594	0.0573495	0	0	0	0	0	0	0.366357	0.351162
NODE_16631_length_2623_cov_2.11371_ID_27178969	2623	0.121715	0	0	0.0610594	0.0573501	0	0	0.0606551	0.0569992	0	0	0	0
NODE_16632_length_2623_cov_2.9595_ID_24490425	2623	0.543874	0	0	0.243833	0.184448	0.244238	0.429004	0.00849171	0.00842313	0.0234533	0.0229123	0.0238577	0.0232978
NODE_16633_length_2623_cov_2.18769_ID_24944687	2623	0.549131	0.0141529	0.0139594	0.150829	0.128125	0	0	0.302062	0.430157	0.0820865	0.0964199	0	0
NODE_16634_length_2623_cov_2.90421_ID_30149231	2623	1.03073	0	0	0.118075	0.104178	0	0	0.213101	0.177465	0	0	0.699555	0.598599
NODE_16635_length_2623_cov_1.90732_ID_24314609	2623	0.194501	0	0	0	0	0	0	0.0606551	0.0569976	0	0	0.133846	0.115977
NODE_16636_length_2623_cov_2.17679_ID_31307607	2623	0.506672	0	0	0.243025	0.226117	0	0	0.0630813	0.059129	0.122119	0.107249	0.0784472	0.0723219
NODE_16637_length_2623_cov_3.09657_ID_26705504	2623	0.684189	0	0	0.12131	0.106635	0	0	0.139507	0.163788	0.0602507	0.0566447	0.363122	0.326826
NODE_16638_length_2623_cov_1.84385_ID_25406023	2623	0.209867	0.0355843	0.034332	0	0	0.0238577	0.0232973	0.0513546	0.082718	0.06389	0.0978585	0.0351799	0.0655093
NODE_16639_length_2622_cov_2.54499_ID_25442406	2622	0.618528	0.319175	0.363074	0	0	0	0	0.121359	0.106674	0.0558252	0.0527266	0.122168	0.143709
NODE_16640_length_2622_cov_2.40826_ID_26647671	2622	0.0469256	0	0	0.0153722	0.0305204	0.0161812	0.0159267	0.0153722	0.0305204	0	0	0	0
NODE_16641_length_2622_cov_2.30619_ID_24918127	2622	0.259304	0	0	0.121764	0.106984	0	0	0.13754	0.134862	0	0	0	0
NODE_16642_length_2622_cov_2.02649_ID_24841817	2622	0.398463	0.012945	0.0127826	0.248786	0.212867	0.0153722	0.0305204	0	0	0	0	0.121359	0.106675
NODE_16643_length_2622_cov_2.11882_ID_25455372	2622	0.563916	0.0153722	0.0305204	0.0610841	0.0573764	0	0	0.122168	0.107286	0.121764	0.106983	0.243528	0.229622
NODE_16644_length_2622_cov_2.58707_ID_24836141	2622	0.499595	0	0	0.137945	0.161063	0	0	0.0291262	0.0574299	0.0275081	0.0542841	0.305016	0.21207
NODE_16645_length_2622_cov_2.20569_ID_25193342	2622	0.650485	0.121764	0.106983	0.223301	0.17351	0.0606796	0.0570167	0.0364078	0.0350969	0.0186084	0.0182698	0.189725	0.169173
NODE_16646_length_2622_cov_2.6194_ID_24398015	2622	0.721683	0	0	0.243528	0.427934	0.205906	0.26556	0.137945	0.118969	0.0125405	0.0123876	0.121764	0.211396
NODE_16647_length_2622_cov_3.0074_ID_24430291	2622	0.248786	0.123382	0.108204	0	0	0	0	0.122977	0.107899	0.000809062	0.000808734	0.00161812	0.00161616
NODE_16648_length_2622_cov_2.49396_ID_25122278	2622	0.542071	0	0	0	0	0	0	0.18123	0.148441	0	0	0.360841	0.23073
NODE_16649_length_2622_cov_2.03_ID_24289281	2622	0.60801	0	0	0.243932	0.184504	0.121764	0.106982	0.0432848	0.075424	0.0165858	0.0325049	0.182443	0.149221
NODE_16650_length_2622_cov_2.70238_ID_24385486	2622	0.791667	0	0	0	0	0	0	0.48665	0.507309	0.091424	0.0830992	0.213592	0.16804
NODE_16651_length_2625_cov_2.31866_ID_26979149	2625	0.515152	0	0	0	0	0	0	0.181818	0.19005	0.211717	0.208194	0.121616	0.10687
NODE_16652_length_2622_cov_2.26373_ID_24673574	2622	0.363673	0	0	0	0	0.182039	0.148963	0	0	0.181634	0.148702	0	0
NODE_16653_length_2622_cov_2.5559_ID_25832157	2622	0.811489	0.15979	0.134313	0	0	0.105583	0.094474	0.241505	0.183252	0.229369	0.202732	0.0752427	0.0696093
NODE_16654_length_2622_cov_2.46747_ID_24762234	2622	0.55178	0	0	0	0	0	0	0.151699	0.128737	0.158981	0.133759	0.2411	0.189521
NODE_16655_length_2622_cov_2.86833_ID_25662677	2622	0.519822	0.079288	0.0730311	0	0	0	0	0.243528	0.240965	0.182443	0.149223	0.0145631	0.0143571
NODE_16656_length_2622_cov_2.66654_ID_24171353	2622	0.843851	0	0	0.0161812	0.032112	0	0	0.0121359	0.0119931	0.039644	0.0445629	0.77589	0.802852
NODE_16657_length_2622_cov_2.13713_ID_24819695	2622	0.440939	0	0	0	0	0.121359	0.106676	0.183252	0.149732	0.0161812	0.0321122	0.120146	0.105753
NODE_16658_length_2622_cov_46.9622_ID_32383183	2622	8.10073	0.56068	0.622768	0.812298	1.11088	1.22371	3.04625	2.14361	6.17629	1.70752	2.30245	1.65291	2.37235
NODE_16659_length_2621_cov_2.72993_ID_29615311	2621	0.182922	0	0	0	0	0	0	0	0	0.0611089	0.0573994	0.121813	0.107016
NODE_16660_length_2621_cov_3.20382_ID_25245940	2621	0.41036	0.0234723	0.0229301	0.0772966	0.0875465	0	0	0.101174	0.120124	0.0861999	0.0949961	0.122218	0.107322
NODE_16661_length_2621_cov_2.03001_ID_25870844	2621	0.635775	0.0153784	0.0305326	0	0	0.0975314	0.0880541	0.141238	0.140771	0.0153784	0.0305326	0.366248	0.4897
NODE_16662_length_2621_cov_2.88854_ID_24243314	2621	0.66208	0.202347	0.161469	0.0303521	0.0294425	0.0153784	0.015148	0.0493727	0.0631497	0.174019	0.235285	0.190611	0.154343
NODE_16663_length_2621_cov_2.2993_ID_24255938	2621	0.200728	0	0	0	0	0	0	0.111696	0.0992626	0.0602995	0.0566838	0.0287333	0.0538296
NODE_16664_length_2621_cov_2.50507_ID_24991609	2621	0.198705	0.0785107	0.0877606	0	0	0	0	0.043707	0.121167	0.0153784	0.0305327	0.0611089	0.0573996
NODE_16665_length_2621_cov_2.50624_ID_24477532	2621	0.16552	0	0	0.0121408	0.0119983	0.014569	0.0143626	0.129907	0.113077	0	0	0.00890328	0.00882762
NODE_16666_length_2621_cov_2.9926_ID_24171577	2621	1.15864	0.426143	0.975846	0	0	0.0611089	0.0574016	0.122218	0.107324	0.30514	0.228313	0.244031	0.184553
NODE_16667_length_2621_cov_2.14108_ID_24249209	2621	0.467017	0	0	0.0611089	0.0573995	0	0	0.0230676	0.04036	0.122218	0.107322	0.260623	0.208973
NODE_16668_length_2621_cov_2.82697_ID_24585732	2621	0.371509	0.182922	0.149519	0.0352084	0.0493644	0.0339943	0.0328496	0.0449211	0.0583022	0.0420882	0.0621943	0.0323756	0.0572546
NODE_16669_length_2621_cov_2.08924_ID_24835027	2621	0.324565	0	0	0.0125455	0.0123933	0.0133549	0.013182	0.140024	0.120464	0.15864	0.169965	0	0
NODE_16670_length_2621_cov_2.74006_ID_24528336	2621	0.59652	0.137596	0.134098	0.121813	0.107015	0	0	0.216107	0.174332	0	0	0.121004	0.106406
NODE_16671_length_2621_cov_2.90647_ID_24522408	2621	0.390125	0.0955079	0.12124	0	0	0	0	0.122218	0.107321	0.1724	0.142738	0	0
NODE_16672_length_2634_cov_2.95947_ID_24989655	2634	0.319243	0	0	0	0	0.121578	0.106838	0.181965	0.148915	0.0157005	0.0154603	0	0
NODE_16673_length_2621_cov_3.27397_ID_24479255	2621	0.617564	0.183327	0.149778	0	0	0.0307568	0.0298229	0	0	0.182922	0.14952	0.220558	0.171983
